mfcc0,mfcc1,mfcc2,mfcc3,mfcc4,mfcc5,mfcc6,mfcc7,mfcc8,mfcc9,mfcc10,mfcc11,mfcc12,mfcc13,mfcc14,mfcc15,mfcc16,mfcc17,mfcc18,mfcc19,mfcc20,mfcc21,mfcc22,mfcc23,mfcc24,mfcc25,mfcc26,mfcc27,mfcc28,mfcc29,mfcc30,mfcc31,mfcc32,mfcc33,mfcc34,mfcc35,mfcc36,mfcc37,mfcc38,ethnic_group
46.7211385800141,-7.60095534064876,-14.2254341258847,-17.8777365851318,-13.7761786400221,-4.91852179131091,-7.59960989696346,-2.06253067163304,-7.1767065174778,2.9119709716216,-2.64199861647953,-0.449012462511452,-3.36729264434198,-0.000833292205737,0.000323575824439,0.000198991938249,0.000307236440374,0.000557597195252,0.000247461230862,0.000224594806291,0.000430434668252,-1.64711591266351E-05,0.000100919268603,0.000222895420011,4.16228969596229E-05,9.58830781835754E-05,-0.000220514920043,0.000194793130543,7.58901293533952E-05,6.02948963426281E-05,6.11340723316088E-05,2.25829701776254E-05,3.72970402329698E-05,8.2801733836768E-05,3.94472141584587E-05,-4.10168730311592E-05,1.2131494077152E-05,7.99609350748879E-05,3.73583351890797E-05,Asian
46.0060731294976,-6.98464292265697,-11.3966927866786,-11.7072613276104,-17.4237038355915,-13.474392597445,-6.15781415401364,-5.23297779165802,-6.7621683001725,2.44948979086487,-2.47139860582613,1.41865259479624,-1.42526433353818,-0.002186302807251,0.002289173823624,-0.001757400483033,0.001483361304001,0.00366991813668,-0.000790578694568,0.003115684866661,-0.003511888878303,-0.00543552305317,-0.002344999882429,-0.004307622780261,-0.000684999112271,0.001527075277541,-8.63972630958642E-05,-0.000212863325255,7.15241572177432E-05,0.000189773627868,0.000462322762662,-0.000127647784942,-0.000381700974759,0.00021054394933,-0.000665861034258,-0.000189683055029,0.000140319924219,-0.000103637966786,-0.000654379657028,Asian
51.1562377065736,-1.63987062236278,-13.8415742446265,-10.8460716465775,-14.7211499297513,-14.8329774594101,-15.3809700679696,1.67574280977934,-8.61462724067839,-1.32092906410702,-3.59222809843048,-1.04680710481607,-0.955386043772912,-0.002883076631313,0.001153024650399,0.002335592884282,0.001381447036385,0.000466134574194,0.000913935739247,0.000748667028174,6.95594054985745E-05,0.000641327655496,0.000443897457247,-0.000175031848798,0.000594155918182,0.000429320611962,-2.05378836312989E-05,-0.000110060442093,-7.40714380495102E-05,-0.000359067754765,8.55524075305795E-06,-0.000127791317641,-1.8646901766111E-05,9.04779250349763E-05,1.55409132192946E-06,-0.000145925047635,-5.71652147617167E-05,3.28665735578504E-05,2.70993382130694E-05,Asian
51.6808039137508,-13.3855814685301,-15.4372329968626,-12.731613848158,-17.8907309820183,-6.58923990121625,-2.12380777978469,-5.20139117079591,-5.96720889489118,0.41500065943213,0.134416985282634,1.13276950842073,-1.01437186101928,-0.01021784239221,0.00655349498609,0.004809055446493,0.007489760027094,0.00709627963677,0.002782456108304,0.000355498434063,0.000635855710921,0.000471100107577,-0.000886229089689,0.003261188694514,0.000403409047078,0.001706355070828,0.000451407738196,-0.000416949926474,-0.000222971770615,-0.000238838247848,-0.000424423710736,-0.000167823101863,-9.25984412553099E-05,0.000514562805479,-0.000397678217224,-9.79500928955363E-05,-0.000246924946612,0.000911776902969,0.00019380844813,Asian
41.5443773163921,-14.0393430075475,-16.7282596288315,-9.44404487528634,-10.9364929564758,-7.09786563248021,-0.689352557125122,3.31685200476981,-1.98584508981554,3.55220812014964,-3.93958249285996,1.073017803246,-2.22023911714338,-0.001028330404323,-0.000210158985799,0.00055527796507,0.001319869056633,0.000385337395825,-0.000241529796709,0.00115160429049,0.000164647988665,3.62513308337229E-06,-0.000256271420929,9.43170583663646E-07,0.000374394363163,0.00020312229975,7.5917131032434E-05,3.03975312747867E-05,-9.02528325277706E-05,-0.000163239291653,-0.000121974876294,-0.000125718555949,-0.000102647214378,-7.42096909288364E-06,0.000117976482642,0.000171094343195,-2.03698948053016E-05,-0.000104997395852,0.000168248534165,Asian
55.9211521606828,-6.1614976721577,-17.5592353375841,-9.05786624783411,-21.4699927626986,-9.6046238441013,-4.51306400762733,3.35668425513103,-2.07493132340282,-0.105473616016591,-1.93308798923873,-1.50854517073076,-0.225805577446942,-0.013663211552784,0.007356403827822,0.00651115850158,0.007462566988562,0.005458205151539,0.003658253766076,0.005143149120528,0.003775377540519,0.004641203746073,0.002165183750137,0.00243439603581,0.00132583436381,0.002574730254198,0.000734192008021,0.000630981117188,0.000165773582048,-0.001004480053431,-0.001114691874034,-0.000453143165185,-0.000102229200557,-0.000950026549694,-0.001144982390554,-0.000748135322188,-0.000530777394707,-0.000978017059433,-0.000489715994125,Asian
54.2427675534152,-9.66467550096144,-19.8754924034512,-11.9872807600465,-16.9455552106041,-7.41837993090765,-10.2701218925584,6.61399494970504,-3.17498363705024,5.64714573543916,-2.35892928208483,0.815605193243709,-1.45231840547721,0.000513507451199,-0.000259773394018,-0.000394415387421,-1.42685386475043E-05,-0.000428898331453,-0.000165933115478,-0.000298684765879,-0.000138630433096,-0.000124332487039,5.7940500357305E-05,-1.64584148077869E-05,4.83185315043946E-05,8.91948672055013E-05,-4.54640333805491E-05,-2.06364866775305E-05,-1.05268740976247E-05,-4.73502152025556E-05,-6.39184859875765E-05,-1.79109173395895E-05,-2.90510630957137E-05,-1.23346009474648E-05,-1.56852253662645E-05,2.36835780051163E-05,3.52036582216823E-05,2.07257886100366E-05,-2.43564278200324E-06,Asian
41.7097338291314,-3.87751580537031,-5.75667167097061,-19.0485504978075,-17.660093173915,-8.96769718485226,-8.74080623253546,0.112164903440163,-6.00430998532457,-1.71968329213622,-3.34287151846043,-0.62670724613079,-0.024382302047474,-0.003949783215722,0.003515379764637,0.00240398919076,0.002306659097701,0.002339880250376,0.002498816516354,0.002645145801079,-0.000289234504461,0.000331305588378,0.00180694854711,0.000199891491854,0.00083138284301,0.001051408146639,2.10629599679649E-05,-0.00011984316347,-9.58290833438946E-05,-2.90314680218133E-05,-0.000181050076772,-0.000142166849909,-0.000291989192598,-4.44816972418234E-05,8.57333987583074E-05,-0.000207084038223,-6.34913851076554E-05,-0.000177271122976,-0.000282569888247,Asian
49.6568843302284,-12.2373624715169,-21.5146920006487,-9.13302192707822,-18.7157548434205,-2.08869044068837,-9.61072830485545,2.98114155350308,-1.96944317465906,3.667128733195,-1.2032869988898,-0.356954556668972,-1.91259053715877,-0.000222582622309,0.000403610003728,0.000182417926218,0.000168102147314,0.000126932258898,0.000112449739139,8.95241434027226E-05,7.69049620920951E-05,6.07088928457958E-05,4.99711524107563E-05,3.8564773279348E-05,3.23910257908013E-05,2.61022046171992E-05,0.000169516483192,-0.000151926595729,-6.93374744540795E-05,-6.44869516183382E-05,-4.95460384897704E-05,-4.46785607387749E-05,-3.65983086950114E-05,-3.27752267589407E-05,-2.68807011307984E-05,-2.38920702986882E-05,-1.98947623879472E-05,-1.75969235753722E-05,-1.42805958956467E-05,Asian
67.1320188028703,-15.0179969375685,-22.1562077716958,-4.70030353544673,-21.2733453040209,-5.03791634938832,-11.7535180326811,4.99575363104085,-4.66522407473902,7.06153407394521,-2.73220146749301,2.69691646551775,-1.95163519826897,-0.000772917997387,0.001401535450394,0.000633446118826,0.000583734586783,0.00044077217859,0.000390481639046,0.000310872524184,0.000267052426074,0.000210811587155,0.000173524791144,0.000133916147737,0.000112477813981,9.06398869366089E-05,0.000342930736086,-0.000410367777309,-0.000191482328169,-0.000191937023303,-0.000114796376696,-0.000221993978131,-3.29973400344954E-05,-3.573289832529E-05,-7.74312940945135E-05,-1.90771267090737E-05,-6.80302797257572E-05,-4.3681174513051E-05,-1.81902756466492E-05,Asian
